Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2010","2010","ha","1462950","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2010","2010","t","11027010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2011","2011","ha","1059070","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2011","2011","t","8388780","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2012","2012","ha","1084160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2012","2012","t","9069080","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2013","2013","ha","999180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2013","2013","t","8616120","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2014","2014","ha","1186960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2014","2014","t","10079500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2015","2015","ha","1042080","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2015","2015","t","8724530","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2016","2016","ha","1253320","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2016","2016","t","10167050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2017","2017","ha","960730","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2017","2017","t","8084290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2018","2018","ha","1177650","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2018","2018","t","10152890","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2019","2019","ha","1002420","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2019","2019","t","8396180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2020","2020","ha","1208400","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2020","2020","t","10319860","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2021","2021","ha","1002820","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2021","2021","t","8665970","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2022","2022","ha","876960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2022","2022","t","7259340","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2023","2023","ha","1154990","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2023","2023","t","9901510","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0113","Rice","2024","2024","ha","1160250","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0113","Rice","2024","2024","t","10075780","A","Official figure",""
